Unnamed: 0,Dilshad Garden,Jhilmil,Mansrover park,Shahdara,Welcome,Seelam Pur,Shastri Park,Kashmere Gate,Tis Hazari,Pul Bangash,Pratap Nagar,Shastri Nagar,Inder Lok,Kanhaiya Nagar,Keshav Puram,Netaji Subash Place,Kohat Enclave,Pitam Pura,RohiniEast,Rohini West,Rithala,Samaypur Badli,Rohini Sector - 18,Haiderpur,Jahangirpuri,Adarsh Nagar,Azadpur,Model Town,GTB Nagar,Vishwavidyalaya,Vidhan Sabha,Civil Lines,Chandhni Chowk,Chawri Bazar,New Delhi,Rajiv Chowk,Patel Chowk,Central Secretariat,Udyog Bhawan,Race Course,Jorbagh,INA,AIIMS,Green Park,Hauz Khas,Malviya Nagar,Saket,Qutab Minar,Chhattarpur,Sultanpur,Ghitorni,Arjan Garh,Gurudronacharya,Sikandarpur,MG Road,IFFCO Chowk,Huda City Centre,Noida City Centre,Golf Course,Botanical Garden,Noida Sect 18,Noida Sect 16,Noida Sect 15,New Ashok Nagar,Mayur Vihar Ext,Mayur Vihar-I,Akshardham,Indraprastha,Pragati Maidan,Mandi House,Barakhamba,RK Ashram Marg,Jhandewalan,Karol Bagh,Rajendra Place,Patel Nagar,Shadi Pur,Kirti Nagar,Moti Nagar,Ramesh Nagar,Rajouri Garden,Tagore Garden,Subash Nagar,Tilak Nagar,Janak Puri East,Janak Puri West,Uttam Nagar East,Uttam Nagar West,Nawada,Dwaraka Mor,Dwarka,Dwarka Sector - 14,Dwarka Sector - 13,Dwarka Sector - 12,Dwarka Sector - 11,Dwarka Sector - 10,Dwarka Sector - 9,Dwarka Sector - 8,Dwarka Sector - 21,Vaishali,Kaushambi,Anand Vihar,Karkar Duma,Preet Vihar,Nirman Vihar,Laxmi Nagar,Yamuna Bank,ITO,Janpath,Khan Market,JLN,Jangpura,Lajpat Nagar,Moolchand,Kailash Colony,Nehru Place,Kalkaji Mandir,Govindpuri,Okhla,Jasola-Apollo,Sarita Vihar,Mohan Estate,Tuglakabad,Badarpur,Sarai,NHPC Chowk,Mewala Maharajpur,Sector-28,Badkal Mor,Old Faridabad,Neelam Chowk Ajronda,Bata Chowk,Escorts Mujesar,Mundka,Rajdhani Park,Nangloai Rly. Station,Nangloai,Surajmal Stadium,Udyog Nagar,Peera Garhi,Paschim Vihar (West),Paschim Vihar (East),Madi Pur,Shivaji Park,Punjabi Bagh,Ashok Park Main,Satguru Ram Singh Marg,Lal Quila,Jama Masjid,Delhi Gate,Okhla Bird Sanctuary,Kalindi Kunj,Jasola Vihar,Okhla Vihar,Jamia Milia Islamiya,Sukhdev Vihar,NSIC Okhla,Majlis Park,Shalimar Bagh,Shakurpur,Punjabi Bagh West,ESI Hospital,Mayapuri,Naraina Vihar,Delhi Cantt.,Nehru Enclave,Greater Kailash,Chirag Delhi,Panchsheel Park,I.I.T,R.K. Puram,Munirka,Vasant Vihar,Shankar Vihar,IGD Airport,Sadar Bazar,Palam,Dashrathpuri,Dabri Mor,Mundka Industrial Area,Ghevra Metro Station,Tikri Kalan,Tikri Border,Modern Industrial Estate,Bus Stand,City Park,Durgabai Deshmukh South Campus,Sir Vishweshwaraiah Moti Bagh,Bhikaji Cama Place,Sarojini Nagar,South Extension,Trilokpuri Sanjay Lake,Vinod Nagar East,Vinod Nagar,I.P. Extension,Karkarduma Court,Krishna Nagar,East Azad Nagar,Jafrabad,Maujpur,Gokulpuri,Johri Enclave,Shiv Vihar,Shahid Nagar,Raj Bagh,Rajendra Nagar,Shyam Park,Mohan Nagar,Arthala,Hindon River,New Bus Adda,Sant Surdas,Raja Nahar Singh,Vinobapuri,Ashram,Hazrat Nizamuddin,Mayur Vihar Pkt-1,Sector-34 Noida,Sector-52 Noida,Sector-61 Noida,Sector-59 Noida,Sector-62 Noida,Noida Electronic City,Nangli,Najafgarh,Dhansa Bus Stand,Krishna Park Ext
Shiv Vihar,10.836,9.954,8.827,7.701,6.511,7.601,9.271,11.611,12.771,13.731,14.571,16.311,17.521,18.651,19.421,20.881,22.171,23.151,23.961,25.261,26.301,25.263,24.406,22.596,21.37,20.075,18.612,17.235,15.941,15.041,13.801,12.701,12.801,13.981,14.631,15.881,17.121,17.931,18.561,19.921,21.241,22.501,23.321,24.301,25.961,27.731,28.721,30.611,31.956,33.555,34.897,37.622,40.113,41.026,42.325,43.723,45.214,28.283,26.994,25.557,24.459,23.273,22.317,21.158,20.12,18.91,17.071,17.334,18.164,17.471,16.481,17.121,18.181,19.331,20.391,21.321,22.601,22.09,23.03,24.22,23.483,24.633,25.493,26.423,27.463,28.383,29.743,30.733,31.793,32.953,34.293,35.823,36.753,37.643,38.713,39.703,40.793,41.784,43.548,14.399,12.775,11.914,10.856,12.128,13.132,14.249,15.542,16.5,19.259,20.348,22.001,22.89,24.406,25.177,26.483,27.574,28.412,29.181,30.599,31.74,32.905,34.093,36.113,37.293,38.46,40.743,41.767,42.907,44.625,45.959,47.414,48.717,50.48,31.32,30.009,28.808,27.967,27.068,26.387,25.227,24.284,23.281,22.562,21.487,19.943,19.043,21.039,13.199,14.086,15.389,27.59,29.168,31.183,32.714,31.753,30.551,29.39,20.842,20.293,22.004,20.536,22.572,25.126,26.757,28.604,29.102,29.363,28.537,27.626,27.03,27.968,29.303,30.81,32.882,35.141,36.225,33.1,31.603,29.969,32.622,34.7,36.55,37.85,39.094,40.663,42.433,27.908,26.564,24.91,23.557,23.848,17.316,16.301,15.395,14.044,9.531,8.725,7.806,4.693,3.551,2.241,0.945,0,12.061,13.329,14.459,15.659,16.979,17.772,19.262,20.203,52.194,53.847,25.663,25.36,23.275,18.839,29.214,30.351,31.755,32.723,33.877,35.138,35.938,38.304,39.272,30.719
Shahid Nagar,1.225,2.107,3.234,4.36,5.55,6.64,8.31,10.65,11.81,12.77,13.61,15.35,16.56,17.69,18.46,19.92,21.21,22.19,23,24.3,25.34,24.302,23.445,21.635,20.409,19.114,17.651,16.274,14.98,14.08,12.84,11.74,11.84,13.02,13.67,14.92,16.16,16.97,17.6,18.96,20.28,21.54,22.36,23.34,25,26.77,27.76,29.65,30.995,32.594,33.936,36.661,39.152,40.065,41.364,42.762,44.253,27.322,26.033,24.596,23.498,22.312,21.356,20.197,19.159,17.949,16.11,16.373,17.203,16.51,15.52,16.16,17.22,18.37,19.43,20.36,21.64,21.129,22.069,23.259,22.522,23.672,24.532,25.462,26.502,27.422,28.782,29.772,30.832,31.992,33.332,34.862,35.792,36.682,37.752,38.742,39.832,40.823,42.587,13.438,11.814,10.953,9.895,11.167,12.171,13.288,14.581,15.539,18.298,19.387,21.04,21.929,23.445,24.216,25.522,26.613,27.451,28.22,29.638,30.779,31.944,33.132,35.152,36.332,37.499,39.782,40.806,41.946,43.664,44.998,46.453,47.756,49.519,30.359,29.048,27.847,27.006,26.107,25.426,24.266,23.323,22.32,21.601,20.526,18.982,18.082,20.078,12.238,13.125,14.428,26.629,28.207,30.222,31.753,30.792,29.59,28.429,19.881,19.332,21.043,19.575,21.611,24.165,25.796,27.643,28.141,28.402,27.576,26.665,26.069,27.007,28.342,29.849,31.921,34.18,35.264,32.139,30.642,29.008,31.661,33.739,35.589,36.889,38.133,39.702,41.472,26.947,25.603,23.949,22.596,22.887,16.355,15.34,14.434,13.083,8.57,7.764,6.845,7.368,8.51,9.82,11.116,12.061,0,1.268,2.398,3.598,4.918,5.711,7.201,8.142,51.233,52.886,24.702,24.399,22.314,17.878,28.253,29.39,30.794,31.762,32.916,34.177,34.977,37.343,38.311,29.758
Raj Bagh,2.493,3.375,4.502,5.628,6.818,7.908,9.578,11.918,13.078,14.038,14.878,16.618,17.828,18.958,19.728,21.188,22.478,23.458,24.268,25.568,26.608,25.57,24.713,22.903,21.677,20.382,18.919,17.542,16.248,15.348,14.108,13.008,13.108,14.288,14.938,16.188,17.428,18.238,18.868,20.228,21.548,22.808,23.628,24.608,26.268,28.038,29.028,30.918,32.263,33.862,35.204,37.929,40.42,41.333,42.632,44.03,45.521,28.59,27.301,25.864,24.766,23.58,22.624,21.465,20.427,19.217,17.378,17.641,18.471,17.778,16.788,17.428,18.488,19.638,20.698,21.628,22.908,22.397,23.337,24.527,23.79,24.94,25.8,26.73,27.77,28.69,30.05,31.04,32.1,33.26,34.6,36.13,37.06,37.95,39.02,40.01,41.1,42.091,43.855,14.706,13.082,12.221,11.163,12.435,13.439,14.556,15.849,16.807,19.566,20.655,22.308,23.197,24.713,25.484,26.79,27.881,28.719,29.488,30.906,32.047,33.212,34.4,36.42,37.6,38.767,41.05,42.074,43.214,44.932,46.266,47.721,49.024,50.787,31.627,30.316,29.115,28.274,27.375,26.694,25.534,24.591,23.588,22.869,21.794,20.25,19.35,21.346,13.506,14.393,15.696,27.897,29.475,31.49,33.021,32.06,30.858,29.697,21.149,20.6,22.311,20.843,22.879,25.433,27.064,28.911,29.409,29.67,28.844,27.933,27.337,28.275,29.61,31.117,33.189,35.448,36.532,33.407,31.91,30.276,32.929,35.007,36.857,38.157,39.401,40.97,42.74,28.215,26.871,25.217,23.864,24.155,17.623,16.608,15.702,14.351,9.838,9.032,8.113,8.636,9.778,11.088,12.384,13.329,1.268,0,1.13,2.33,3.65,4.443,5.933,6.874,52.501,54.154,25.97,25.667,23.582,19.146,29.521,30.658,32.062,33.03,34.184,35.445,36.245,38.611,39.579,31.026
Rajendra Nagar,3.623,4.505,5.632,6.758,7.948,9.038,10.708,13.048,14.208,15.168,16.008,17.748,18.958,20.088,20.858,22.318,23.608,24.588,25.398,26.698,27.738,26.7,25.843,24.033,22.807,21.512,20.049,18.672,17.378,16.478,15.238,14.138,14.238,15.418,16.068,17.318,18.558,19.368,19.998,21.358,22.678,23.938,24.758,25.738,27.398,29.168,30.158,32.048,33.393,34.992,36.334,39.059,41.55,42.463,43.762,45.16,46.651,29.72,28.431,26.994,25.896,24.71,23.754,22.595,21.557,20.347,18.508,18.771,19.601,18.908,17.918,18.558,19.618,20.768,21.828,22.758,24.038,23.527,24.467,25.657,24.92,26.07,26.93,27.86,28.9,29.82,31.18,32.17,33.23,34.39,35.73,37.26,38.19,39.08,40.15,41.14,42.23,43.221,44.985,15.836,14.212,13.351,12.293,13.565,14.569,15.686,16.979,17.937,20.696,21.785,23.438,24.327,25.843,26.614,27.92,29.011,29.849,30.618,32.036,33.177,34.342,35.53,37.55,38.73,39.897,42.18,43.204,44.344,46.062,47.396,48.851,50.154,51.917,32.757,31.446,30.245,29.404,28.505,27.824,26.664,25.721,24.718,23.999,22.924,21.38,20.48,22.476,14.636,15.523,16.826,29.027,30.605,32.62,34.151,33.19,31.988,30.827,22.279,21.73,23.441,21.973,24.009,26.563,28.194,30.041,30.539,30.8,29.974,29.063,28.467,29.405,30.74,32.247,34.319,36.578,37.662,34.537,33.04,31.406,34.059,36.137,37.987,39.287,40.531,42.1,43.87,29.345,28.001,26.347,24.994,25.285,18.753,17.738,16.832,15.481,10.968,10.162,9.243,9.766,10.908,12.218,13.514,14.459,2.398,1.13,0,1.2,2.52,3.313,4.803,5.744,53.631,55.284,27.1,26.797,24.712,20.276,30.651,31.788,33.192,34.16,35.314,36.575,37.375,39.741,40.709,32.156
Sector-34 Noida,27.028,26.146,25.019,23.893,22.703,23.793,25.404,23.064,24.224,25.184,26.024,27.764,28.974,30.104,30.874,32.334,33.624,34.604,35.414,36.714,37.754,36.716,35.859,34.049,32.823,31.528,30.065,28.688,27.394,26.494,25.254,24.154,21.954,20.774,20.124,18.874,20.114,20.433,21.063,22.423,23.636,22.376,23.196,22.49,20.83,22.6,23.59,25.48,26.825,28.424,29.766,32.491,34.982,35.895,37.194,38.592,40.083,0.931,2.22,3.657,4.755,5.941,6.897,8.056,9.094,10.304,12.143,15.464,16.294,17.204,18.274,20.114,21.174,22.324,23.384,24.314,25.594,26.494,27.434,28.624,29.574,30.724,31.584,32.514,33.554,34.474,35.834,36.824,37.884,39.044,40.384,41.914,42.844,43.734,44.804,45.794,46.884,47.875,49.639,20.533,18.909,18.048,18.358,17.086,16.082,14.965,13.672,18.175,19.105,22.85,21.606,20.717,19.201,18.625,17.319,16.228,15.39,16.159,17.577,18.718,19.883,21.071,23.091,24.271,25.438,27.721,28.745,29.885,31.603,32.937,34.392,35.695,37.458,41.818,40.507,39.306,38.465,37.566,36.885,35.725,34.782,33.779,33.06,31.985,30.441,29.541,27.545,21.476,20.589,19.286,5.69,7.268,9.283,11.088,12.049,13.251,14.412,32.295,31.746,32.874,31.034,30.485,31.217,32.848,31.567,16.08,17.428,18.254,19.165,21.899,22.837,24.172,25.679,27.751,30.01,32.038,35.163,36.66,36.06,43.12,45.198,47.048,48.348,49.592,51.161,52.931,27.783,26.439,24.785,23.432,21.029,12.646,13.661,14.567,15.918,19.683,20.489,21.408,24.521,25.663,26.973,28.269,29.214,28.253,29.521,30.651,31.851,33.171,33.964,35.454,36.395,39.172,40.825,17.944,16.754,14.669,11.123,0,1.137,2.541,3.509,4.663,5.924,42.029,44.395,45.363,36.81
Sector-52 Noida,28.165,27.283,26.156,25.03,23.84,24.93,26.541,24.201,25.361,26.321,27.161,28.901,30.111,31.241,32.011,33.471,34.761,35.741,36.551,37.851,38.891,37.853,36.996,35.186,33.96,32.665,31.202,29.825,28.531,27.631,26.391,25.291,23.091,21.911,21.261,20.011,21.251,21.57,22.2,23.56,24.773,23.513,24.333,23.627,21.967,23.737,24.727,26.617,27.962,29.561,30.903,33.628,36.119,37.032,38.331,39.729,41.22,2.068,3.357,4.794,5.892,7.078,8.034,9.193,10.231,11.441,13.28,16.601,17.431,18.341,19.411,21.251,22.311,23.461,24.521,25.451,26.731,27.631,28.571,29.761,30.711,31.861,32.721,33.651,34.691,35.611,36.971,37.961,39.021,40.181,41.521,43.051,43.981,44.871,45.941,46.931,48.021,49.012,50.776,21.67,20.046,19.185,19.495,18.223,17.219,16.102,14.809,19.312,20.242,23.987,22.743,21.854,20.338,19.762,18.456,17.365,16.527,17.296,18.714,19.855,21.02,22.208,24.228,25.408,26.575,28.858,29.882,31.022,32.74,34.074,35.529,36.832,38.595,42.955,41.644,40.443,39.602,38.703,38.022,36.862,35.919,34.916,34.197,33.122,31.578,30.678,28.682,22.613,21.726,20.423,6.827,8.405,10.42,12.225,13.186,14.388,15.549,33.432,32.883,34.011,32.171,31.622,32.354,33.985,32.704,17.217,18.565,19.391,20.302,23.036,23.974,25.309,26.816,28.888,31.147,33.175,36.3,37.797,37.197,44.257,46.335,48.185,49.485,50.729,52.298,54.068,28.92,27.576,25.922,24.569,22.166,13.783,14.798,15.704,17.055,20.82,21.626,22.545,25.658,26.8,28.11,29.406,30.351,29.39,30.658,31.788,32.988,34.308,35.101,36.591,37.532,40.309,41.962,19.081,17.891,15.806,12.26,1.137,0,1.404,2.372,3.526,4.787,43.166,45.532,46.5,37.947
Sector-61 Noida,29.569,28.687,27.56,26.434,25.244,26.334,27.945,25.605,26.765,27.725,28.565,30.305,31.515,32.645,33.415,34.875,36.165,37.145,37.955,39.255,40.295,39.257,38.4,36.59,35.364,34.069,32.606,31.229,29.935,29.035,27.795,26.695,24.495,23.315,22.665,21.415,22.655,22.974,23.604,24.964,26.177,24.917,25.737,25.031,23.371,25.141,26.131,28.021,29.366,30.965,32.307,35.032,37.523,38.436,39.735,41.133,42.624,3.472,4.761,6.198,7.296,8.482,9.438,10.597,11.635,12.845,14.684,18.005,18.835,19.745,20.815,22.655,23.715,24.865,25.925,26.855,28.135,29.035,29.975,31.165,32.115,33.265,34.125,35.055,36.095,37.015,38.375,39.365,40.425,41.585,42.925,44.455,45.385,46.275,47.345,48.335,49.425,50.416,52.18,23.074,21.45,20.589,20.899,19.627,18.623,17.506,16.213,20.716,21.646,25.391,24.147,23.258,21.742,21.166,19.86,18.769,17.931,18.7,20.118,21.259,22.424,23.612,25.632,26.812,27.979,30.262,31.286,32.426,34.144,35.478,36.933,38.236,39.999,44.359,43.048,41.847,41.006,40.107,39.426,38.266,37.323,36.32,35.601,34.526,32.982,32.082,30.086,24.017,23.13,21.827,8.231,9.809,11.824,13.629,14.59,15.792,16.953,34.836,34.287,35.415,33.575,33.026,33.758,35.389,34.108,18.621,19.969,20.795,21.706,24.44,25.378,26.713,28.22,30.292,32.551,34.579,37.704,39.201,38.601,45.661,47.739,49.589,50.889,52.133,53.702,55.472,30.324,28.98,27.326,25.973,23.57,15.187,16.202,17.108,18.459,22.224,23.03,23.949,27.062,28.204,29.514,30.81,31.755,30.794,32.062,33.192,34.392,35.712,36.505,37.995,38.936,41.713,43.366,20.485,19.295,17.21,13.664,2.541,1.404,0,0.968,2.122,3.383,44.57,46.936,47.904,39.351
Sector-59 Noida,30.537,29.655,28.528,27.402,26.212,27.302,28.913,26.573,27.733,28.693,29.533,31.273,32.483,33.613,34.383,35.843,37.133,38.113,38.923,40.223,41.263,40.225,39.368,37.558,36.332,35.037,33.574,32.197,30.903,30.003,28.763,27.663,25.463,24.283,23.633,22.383,23.623,23.942,24.572,25.932,27.145,25.885,26.705,25.999,24.339,26.109,27.099,28.989,30.334,31.933,33.275,36,38.491,39.404,40.703,42.101,43.592,4.44,5.729,7.166,8.264,9.45,10.406,11.565,12.603,13.813,15.652,18.973,19.803,20.713,21.783,23.623,24.683,25.833,26.893,27.823,29.103,30.003,30.943,32.133,33.083,34.233,35.093,36.023,37.063,37.983,39.343,40.333,41.393,42.553,43.893,45.423,46.353,47.243,48.313,49.303,50.393,51.384,53.148,24.042,22.418,21.557,21.867,20.595,19.591,18.474,17.181,21.684,22.614,26.359,25.115,24.226,22.71,22.134,20.828,19.737,18.899,19.668,21.086,22.227,23.392,24.58,26.6,27.78,28.947,31.23,32.254,33.394,35.112,36.446,37.901,39.204,40.967,45.327,44.016,42.815,41.974,41.075,40.394,39.234,38.291,37.288,36.569,35.494,33.95,33.05,31.054,24.985,24.098,22.795,9.199,10.777,12.792,14.597,15.558,16.76,17.921,35.804,35.255,36.383,34.543,33.994,34.726,36.357,35.076,19.589,20.937,21.763,22.674,25.408,26.346,27.681,29.188,31.26,33.519,35.547,38.672,40.169,39.569,46.629,48.707,50.557,51.857,53.101,54.67,56.44,31.292,29.948,28.294,26.941,24.538,16.155,17.17,18.076,19.427,23.192,23.998,24.917,28.03,29.172,30.482,31.778,32.723,31.762,33.03,34.16,35.36,36.68,37.473,38.963,39.904,42.681,44.334,21.453,20.263,18.178,14.632,3.509,2.372,0.968,0,1.154,2.415,45.538,47.904,48.872,40.319
Sector-62 Noida,31.691,30.809,29.682,28.556,27.366,28.456,30.067,27.727,28.887,29.847,30.687,32.427,33.637,34.767,35.537,36.997,38.287,39.267,40.077,41.377,42.417,41.379,40.522,38.712,37.486,36.191,34.728,33.351,32.057,31.157,29.917,28.817,26.617,25.437,24.787,23.537,24.777,25.096,25.726,27.086,28.299,27.039,27.859,27.153,25.493,27.263,28.253,30.143,31.488,33.087,34.429,37.154,39.645,40.558,41.857,43.255,44.746,5.594,6.883,8.32,9.418,10.604,11.56,12.719,13.757,14.967,16.806,20.127,20.957,21.867,22.937,24.777,25.837,26.987,28.047,28.977,30.257,31.157,32.097,33.287,34.237,35.387,36.247,37.177,38.217,39.137,40.497,41.487,42.547,43.707,45.047,46.577,47.507,48.397,49.467,50.457,51.547,52.538,54.302,25.196,23.572,22.711,23.021,21.749,20.745,19.628,18.335,22.838,23.768,27.513,26.269,25.38,23.864,23.288,21.982,20.891,20.053,20.822,22.24,23.381,24.546,25.734,27.754,28.934,30.101,32.384,33.408,34.548,36.266,37.6,39.055,40.358,42.121,46.481,45.17,43.969,43.128,42.229,41.548,40.388,39.445,38.442,37.723,36.648,35.104,34.204,32.208,26.139,25.252,23.949,10.353,11.931,13.946,15.751,16.712,17.914,19.075,36.958,36.409,37.537,35.697,35.148,35.88,37.511,36.23,20.743,22.091,22.917,23.828,26.562,27.5,28.835,30.342,32.414,34.673,36.701,39.826,41.323,40.723,47.783,49.861,51.711,53.011,54.255,55.824,57.594,32.446,31.102,29.448,28.095,25.692,17.309,18.324,19.23,20.581,24.346,25.152,26.071,29.184,30.326,31.636,32.932,33.877,32.916,34.184,35.314,36.514,37.834,38.627,40.117,41.058,43.835,45.488,22.607,21.417,19.332,15.786,4.663,3.526,2.122,1.154,0,1.261,46.692,49.058,50.026,41.473
Janak Puri East,25.277,24.395,23.268,22.142,20.952,19.862,18.192,15.852,14.692,13.732,12.892,11.152,9.942,11.072,11.35,9.89,11.18,12.16,12.97,14.27,15.31,19.775,18.918,17.108,15.882,14.587,13.124,14.501,15.795,16.695,17.935,16.942,17.042,16.58,15.93,14.68,15.92,16.73,17.36,18.72,19.552,18.292,19.112,20.092,19.97,21.74,22.73,24.62,25.965,27.564,28.906,31.631,34.122,35.035,36.334,37.732,39.223,32.623,31.334,29.897,28.799,27.613,26.657,25.498,24.46,23.25,21.411,18.09,17.26,16.35,15.28,13.44,12.38,11.23,10.17,9.24,7.96,7.06,6.12,4.93,3.98,2.83,1.97,1.04,0,0.92,2.28,3.27,4.33,5.49,6.83,8.36,9.29,10.18,11.25,12.24,13.33,14.321,16.085,28.111,26.487,25.626,24.568,23.296,22.292,21.175,19.882,17.321,18.058,19.147,20.8,21.689,21.467,22.238,23.544,24.635,25.41,26.179,27.597,28.738,29.903,31.091,33.111,34.291,35.458,37.741,38.765,39.905,41.623,42.957,44.412,45.715,47.478,17.711,16.4,15.199,14.358,13.459,12.778,11.618,10.675,9.672,8.953,7.878,7.52,8.42,8.111,17.44,18.327,18.432,31.93,33.508,31.517,29.712,28.751,27.549,26.388,15.354,11.443,8.767,6.927,4.891,5.623,7.254,9.101,24.72,23.372,22.546,21.635,18.901,17.963,16.628,15.121,13.049,10.79,8.762,5.637,4.14,2.506,19.013,21.091,22.941,24.241,25.485,27.054,28.824,12.885,14.229,15.883,17.236,19.639,25.592,26.607,27.513,27.756,23.972,23.166,22.247,22.77,23.912,25.222,26.518,27.463,26.502,27.77,28.9,30.1,31.42,32.213,33.703,34.644,49.192,50.845,22.724,23.914,25.999,24.069,33.554,34.691,36.095,37.063,38.217,39.478,8.475,10.841,11.809,3.256
Khan Market,18.162,17.28,16.153,15.027,13.837,12.747,11.077,8.737,9.897,10.857,11.697,13.437,14.647,15.777,16.547,18.007,19.297,20.277,21.087,22.387,23.427,22.389,21.532,19.722,18.496,17.201,15.738,14.361,13.067,12.167,10.927,9.827,7.547,6.367,5.717,4.467,3.227,2.417,3.047,4.407,5.727,6.987,7.807,8.787,10.447,12.217,13.207,15.097,16.442,18.041,19.383,22.108,24.599,25.512,26.811,28.209,29.7,21.919,20.63,19.193,18.095,16.909,15.953,14.794,13.756,12.546,10.707,7.386,6.556,5.646,5.067,5.707,6.767,7.917,8.977,9.907,11.187,12.087,13.027,14.217,15.167,16.317,17.177,18.107,19.147,20.067,21.427,22.417,23.477,24.637,25.977,27.507,28.437,29.327,30.397,31.387,32.477,33.468,35.232,17.407,15.783,14.922,13.864,12.592,11.588,10.471,9.178,6.617,3.745,0,1.653,2.542,4.058,4.829,6.135,7.226,8.064,8.833,10.251,11.392,12.557,13.745,15.765,16.945,18.112,20.395,21.419,22.559,24.277,25.611,27.066,28.369,30.132,27.411,26.1,24.899,24.058,23.159,22.478,21.318,20.375,19.372,18.653,17.578,16.034,15.134,13.138,9.918,9.031,7.728,17.764,16.186,14.171,12.366,11.405,10.203,9.042,17.968,17.419,18.467,16.627,16.078,16.81,18.025,16.178,8.754,10.102,10.928,11.839,11.516,12.454,13.789,15.296,17.368,19.627,21.655,24.78,23.287,21.653,28.713,30.791,32.641,33.941,35.185,36.754,38.524,12.394,11.05,9.396,8.043,5.886,14.888,15.903,16.809,17.052,15.189,15.995,15.132,15.655,16.797,18.107,19.403,20.348,19.387,20.655,21.785,22.985,24.305,25.098,26.588,27.529,31.846,33.499,5.315,6.505,8.59,13.365,22.85,23.987,25.391,26.359,27.513,28.774,27.622,29.988,30.956,22.403
JLN,19.815,18.933,17.806,16.68,15.49,14.4,12.73,10.39,11.55,12.51,13.35,15.09,16.3,17.43,18.2,19.66,20.95,21.93,22.74,24.04,25.08,24.042,23.185,21.375,20.149,18.854,17.391,16.014,14.72,13.82,12.58,11.48,9.2,8.02,7.37,6.12,4.88,4.07,4.7,6.06,6.84,5.58,6.4,7.38,9.04,10.81,11.8,13.69,15.035,16.634,17.976,20.701,23.192,24.105,25.404,26.802,28.293,20.675,19.386,17.949,16.851,15.665,14.709,13.55,12.512,11.302,12.36,9.039,8.209,7.299,6.72,7.36,8.42,9.57,10.63,11.56,12.84,13.74,14.68,15.87,16.82,17.97,18.83,19.76,20.8,21.72,23.08,24.07,25.13,26.29,27.63,29.16,30.09,30.98,32.05,33.04,34.13,35.121,36.885,19.06,17.436,16.575,15.517,14.245,13.241,12.124,10.831,8.27,5.398,1.653,0,0.889,2.405,3.176,4.482,5.573,6.411,7.18,8.598,9.739,10.904,12.092,14.112,15.292,16.459,18.742,19.766,20.906,22.624,23.958,25.413,26.716,28.479,29.064,27.753,26.552,25.711,24.812,24.131,22.971,22.028,21.025,20.306,19.231,17.687,16.787,14.791,11.571,10.684,9.381,16.111,14.533,12.518,10.713,9.752,8.55,7.389,19.621,19.072,20.12,18.28,17.731,18.249,16.618,14.771,7.101,8.449,9.275,10.186,10.109,11.047,12.382,13.889,15.961,18.22,20.248,23.373,24.87,23.306,30.366,32.444,34.294,35.594,36.838,38.407,40.177,10.987,9.643,7.989,6.636,4.233,13.644,14.659,15.565,16.916,16.842,17.648,16.785,17.308,18.45,19.76,21.056,22.001,21.04,22.308,23.438,24.638,25.958,26.751,28.241,29.182,30.193,31.846,3.662,4.852,6.937,12.121,21.606,22.743,24.147,25.115,26.269,27.53,29.275,31.641,32.609,24.056
AIIMS,21.135,20.253,19.126,18,16.81,15.72,14.05,11.71,12.87,13.83,14.67,16.41,17.62,18.75,19.52,20.98,22.27,23.25,24.06,25.36,26.4,25.362,24.505,22.695,21.469,20.174,18.711,17.334,16.04,15.14,13.9,12.8,10.52,9.34,8.69,7.44,6.2,5.39,4.76,3.4,2.08,0.82,0,0.98,2.64,4.41,5.4,7.29,8.635,10.234,11.576,14.301,16.792,17.705,19.004,20.402,21.893,22.265,20.976,19.539,18.441,17.255,16.299,15.14,14.102,12.892,13.68,10.359,9.529,8.619,8.04,8.68,9.74,10.89,11.95,12.88,14.16,15.06,16,16.082,15.132,16.282,17.142,18.072,19.112,20.032,21.392,22.382,23.442,24.602,25.942,27.472,28.402,29.292,30.362,31.352,32.442,33.433,35.197,20.38,18.756,17.895,16.837,15.565,14.561,13.444,12.151,9.59,6.718,7.807,6.4,5.511,3.995,4.766,6.072,7.163,8.001,8.77,10.188,11.329,12.494,13.682,15.702,16.882,18.049,20.332,21.356,22.496,24.214,25.548,27.003,28.306,30.069,28.863,27.552,26.351,25.51,24.611,23.93,22.77,21.827,20.824,20.105,19.03,18.672,18.107,16.111,12.891,12.004,10.701,17.701,16.123,14.108,12.303,11.342,10.14,8.979,20.941,20.392,19.919,18.079,16.043,13.489,11.858,10.011,7.39,6.042,5.216,4.305,3.709,4.647,5.982,7.489,9.561,11.82,13.848,16.973,18.47,20.104,30.165,32.243,34.093,35.393,36.637,38.206,39.976,6.227,4.883,3.229,1.876,2.167,15.234,16.249,17.155,18.506,18.162,18.968,18.105,18.628,19.77,21.08,22.376,23.321,22.36,23.628,24.758,25.958,27.278,28.071,29.561,30.502,31.783,33.436,5.252,6.442,8.527,13.711,23.196,24.333,25.737,26.705,27.859,29.12,27.587,29.953,30.921,22.368
